Date,Open,High,Low,Close,Volume,Symbol,Previous_Close,Daily_Return_Pct,MA_7,MA_30,Volatility_Pct,Price_Range
2024-01-19,732.92,735.02,714.65,715.74,109600538,HDFCBANK.NS,723.29,-1.04,774.28,796.53,2.85,20.37
2024-01-23,712.99,717.72,693.53,694.67,115469402,HDFCBANK.NS,715.74,-2.94,758.87,790.16,3.49,24.19
2024-01-24,671.75,709.81,671.75,708.57,86004404,HDFCBANK.NS,694.67,2.0,745.99,785.36,5.67,38.06
2024-01-25,706.91,709.27,690.8,698.35,98941852,HDFCBANK.NS,708.57,-1.44,729.45,780.53,2.67,18.47
2024-01-29,704.75,711.92,703.65,707.96,65645498,HDFCBANK.NS,698.35,1.38,713.84,776.71,1.18,8.27
2024-01-30,707.91,712.12,701.27,702.92,41728768,HDFCBANK.NS,707.96,-0.71,707.36,773.02,1.55,10.85
2024-01-31,700.58,717.84,699.27,711.8,65761040,HDFCBANK.NS,702.92,1.26,705.72,770.1,2.66,18.57
2024-02-01,713.02,717.18,708.64,713.65,32690740,HDFCBANK.NS,711.8,0.26,705.42,767.54,1.21,8.54
2024-02-02,717.86,720.71,701.83,703.82,44867754,HDFCBANK.NS,713.65,-1.38,706.72,764.77,2.69,18.88
2024-02-05,703.75,706.62,697.93,703.19,38605046,HDFCBANK.NS,703.82,-0.09,705.96,762.2,1.25,8.69
2024-02-06,703.53,705.55,697.23,702.82,41075740,HDFCBANK.NS,703.19,-0.05,706.59,759.83,1.19,8.32
2024-02-07,707.15,707.54,694.33,695.94,54837086,HDFCBANK.NS,702.82,-0.98,704.88,757.37,1.9,13.21
2024-02-08,695.89,700.32,681.6,682.84,69106124,HDFCBANK.NS,695.94,-1.88,702.01,754.61,2.75,18.72
2024-02-09,677.54,688.27,675.03,683.11,56642124,HDFCBANK.NS,682.84,0.04,697.91,752.05,1.96,13.24
2024-02-12,681.19,688.0,673.26,676.49,34447812,HDFCBANK.NS,683.11,-0.97,692.6,749.45,2.19,14.74
2024-02-13,677.44,683.48,673.74,678.66,57580994,HDFCBANK.NS,676.49,0.32,689.01,747.09,1.45,9.74
2024-02-14,669.68,677.22,663.62,673.6,91320810,HDFCBANK.NS,678.66,-0.75,684.78,741.99,2.05,13.6
2024-02-15,674.06,688.9,673.74,688.2,41584944,HDFCBANK.NS,673.6,2.17,682.69,737.37,2.25,15.16
2024-02-16,692.99,694.84,685.47,691.05,32175742,HDFCBANK.NS,688.2,0.41,681.99,733.27,1.37,9.37
2024-02-19,695.47,695.47,688.76,689.68,34451756,HDFCBANK.NS,691.05,-0.2,682.97,728.83,0.97,6.71
2024-02-20,688.66,709.22,687.1,707.79,56133508,HDFCBANK.NS,689.68,2.63,686.5,725.13,3.22,22.12
2024-02-21,712.51,712.51,698.39,700.41,45893136,HDFCBANK.NS,707.79,-1.04,689.91,721.49,2.02,14.12
2024-02-22,690.0,695.38,687.3,690.87,50560882,HDFCBANK.NS,700.41,-1.36,691.66,717.74,1.18,8.08
2024-02-23,692.33,697.86,690.12,691.39,29833452,HDFCBANK.NS,690.87,0.08,694.2,713.92,1.12,7.74
2024-02-26,687.95,698.32,687.95,692.21,23506870,HDFCBANK.NS,691.39,0.12,694.77,710.25,1.51,10.37
2024-02-27,687.95,694.35,687.71,691.17,32087150,HDFCBANK.NS,692.21,-0.15,694.79,706.66,0.97,6.64
2024-02-28,691.17,693.14,683.31,685.93,25321986,HDFCBANK.NS,691.17,-0.76,694.25,702.39,1.44,9.83
2024-02-29,682.38,686.42,680.05,683.01,53295700,HDFCBANK.NS,685.93,-0.43,690.71,697.91,0.94,6.37
2024-03-01,681.36,697.3,681.36,696.33,34738898,HDFCBANK.NS,683.01,1.95,690.13,696.18,2.34,15.94
2024-03-04,696.42,699.37,693.19,697.27,35616474,HDFCBANK.NS,696.33,0.13,691.04,695.31,0.89,6.18
2024-03-05,692.07,702.29,691.9,701.24,37991672,HDFCBANK.NS,697.27,0.57,692.45,694.83,1.5,10.39
2024-03-06,697.69,707.08,697.69,702.09,42409530,HDFCBANK.NS,701.24,0.12,693.86,695.08,1.35,9.39
2024-03-07,703.5,706.21,701.51,703.8,49348046,HDFCBANK.NS,702.09,0.24,695.67,694.92,0.67,4.7
2024-03-11,695.96,703.72,692.55,694.89,50531094,HDFCBANK.NS,703.8,-1.27,696.95,694.8,1.61,11.17
2024-03-12,697.91,712.51,695.6,710.34,65418454,HDFCBANK.NS,694.89,2.22,700.85,694.88,2.43,16.91
2024-03-13,713.24,716.21,705.74,710.76,63067454,HDFCBANK.NS,710.34,0.06,702.91,695.15,1.48,10.47
2024-03-14,711.58,713.48,702.92,708.35,52432158,HDFCBANK.NS,710.76,-0.34,704.5,695.03,1.5,10.56
2024-03-15,705.69,710.22,701.92,706.98,143613804,HDFCBANK.NS,708.35,-0.19,705.32,694.81,1.18,8.3
2024-03-18,704.23,708.61,698.78,703.77,21437856,HDFCBANK.NS,706.98,-0.45,705.56,694.81,1.41,9.83
2024-03-19,698.64,706.86,698.64,705.38,36183594,HDFCBANK.NS,703.77,0.23,705.78,694.88,1.18,8.22
2024-03-20,705.23,706.5,693.36,696.47,43606094,HDFCBANK.NS,705.38,-1.26,706.01,694.67,1.9,13.14
2024-03-21,702.09,706.3,700.0,703.63,28922860,HDFCBANK.NS,696.47,1.03,705.05,694.92,0.9,6.3
2024-03-22,701.31,706.06,699.73,702.21,45980326,HDFCBANK.NS,703.63,-0.2,703.83,695.57,0.9,6.33
2024-03-26,694.6,699.83,692.14,693.72,56844290,HDFCBANK.NS,702.21,-1.21,701.74,695.92,1.11,7.69
2024-03-27,692.82,704.7,691.7,701.17,62168668,HDFCBANK.NS,693.72,1.07,700.91,696.75,1.88,13.0
2024-03-28,701.17,710.8,701.17,704.67,55592142,HDFCBANK.NS,701.17,0.5,701.04,697.61,1.37,9.63
2024-04-01,709.59,717.28,708.42,715.67,25199570,HDFCBANK.NS,704.67,1.56,702.51,699.01,1.25,8.86
2024-04-02,713.07,727.52,712.14,720.37,41225446,HDFCBANK.NS,715.67,0.66,705.92,700.09,2.16,15.38
2024-04-03,716.45,727.91,716.11,721.41,45584386,HDFCBANK.NS,720.37,0.14,708.46,701.1,1.65,11.8
2024-04-04,731.98,744.63,731.98,743.46,88935066,HDFCBANK.NS,721.41,3.06,714.35,702.89,1.73,12.65
2024-04-05,749.01,756.55,744.7,754.14,59055902,HDFCBANK.NS,743.46,1.44,722.98,704.44,1.59,11.85
2024-04-08,756.77,757.89,750.25,752.71,20482940,HDFCBANK.NS,754.14,-0.19,730.35,706.18,1.02,7.64
2024-04-09,756.72,756.72,749.64,753.66,21884494,HDFCBANK.NS,752.71,0.13,737.35,708.27,0.94,7.08
2024-04-10,754.31,754.31,746.06,747.72,27807400,HDFCBANK.NS,753.66,-0.79,741.92,710.15,1.11,8.25
2024-04-12,740.25,744.56,736.57,739.25,41084208,HDFCBANK.NS,747.72,-1.13,744.62,711.72,1.08,7.99
2024-04-15,728.84,734.9,726.16,727.45,23415248,HDFCBANK.NS,739.25,-1.6,745.48,712.93,1.2,8.74
2024-04-16,723.7,736.31,721.39,734.53,20744886,HDFCBANK.NS,727.45,0.97,744.21,714.55,2.07,14.92
2024-04-18,734.8,739.2,725.67,727.45,34234884,HDFCBANK.NS,734.53,-0.96,740.4,716.03,1.86,13.53
2024-04-19,723.48,747.04,720.42,745.26,34576434,HDFCBANK.NS,727.45,2.45,739.33,717.66,3.7,26.62
2024-04-22,757.96,757.96,734.07,735.97,42298438,HDFCBANK.NS,745.26,-1.25,736.8,718.95,3.25,23.89
2024-04-23,742.83,742.93,731.61,733.73,26827060,HDFCBANK.NS,735.97,-0.3,734.81,720.03,1.55,11.32
2024-04-24,737.33,740.61,734.43,735.72,22441580,HDFCBANK.NS,733.73,0.27,734.3,721.15,0.84,6.18
2024-04-25,733.07,739.62,733.07,735.26,35445204,HDFCBANK.NS,735.72,-0.06,735.42,722.2,0.89,6.55
2024-04-26,739.67,743.66,732.73,734.8,24854694,HDFCBANK.NS,735.26,-0.06,735.46,723.53,1.49,10.93
2024-04-29,737.33,746.79,733.22,744.39,36093350,HDFCBANK.NS,734.8,1.31,737.88,724.67,1.85,13.57
2024-04-30,744.24,749.25,737.28,739.81,52307382,HDFCBANK.NS,744.39,-0.62,737.1,725.64,1.62,11.97
2024-05-02,740.74,748.04,739.93,745.72,33475006,HDFCBANK.NS,739.81,0.8,738.49,726.88,1.1,8.11
2024-05-03,746.21,749.79,733.53,739.57,31865242,HDFCBANK.NS,745.72,-0.82,739.32,727.97,2.22,16.26
2024-05-06,740.74,746.82,738.38,741.05,28793396,HDFCBANK.NS,739.57,0.2,740.09,729.21,1.14,8.44
2024-05-07,740.71,741.73,732.05,733.02,28480602,HDFCBANK.NS,741.05,-1.08,739.77,730.13,1.32,9.68
2024-05-08,728.06,728.54,720.47,721.58,41687862,HDFCBANK.NS,733.02,-1.56,737.88,730.97,1.12,8.07
2024-05-09,717.84,723.58,703.41,704.48,46281278,HDFCBANK.NS,721.58,-2.37,732.18,731.0,2.87,20.17
2024-05-10,709.9,716.29,703.89,709.36,27276608,HDFCBANK.NS,704.48,0.69,727.83,731.24,1.76,12.4
2024-05-13,706.45,720.17,705.61,717.92,27047202,HDFCBANK.NS,709.36,1.21,723.85,732.04,2.06,14.56
2024-05-14,716.44,722.98,715.48,720.73,25665142,HDFCBANK.NS,717.92,0.39,721.16,732.7,1.05,7.5
2024-05-15,720.12,720.12,708.33,709.66,38931996,HDFCBANK.NS,720.73,-1.54,716.68,732.86,1.66,11.79
2024-05-16,713.38,721.52,708.18,720.39,34945236,HDFCBANK.NS,709.66,1.51,714.87,733.02,1.88,13.34
2024-05-17,713.46,724.21,713.46,722.29,20920190,HDFCBANK.NS,720.39,0.26,714.98,733.08,1.51,10.75
2024-05-21,715.38,725.05,715.38,719.67,43769978,HDFCBANK.NS,722.29,-0.36,717.15,733.02,1.35,9.67
2024-05-22,719.2,723.03,714.42,719.87,39996278,HDFCBANK.NS,719.67,0.03,718.65,732.24,1.21,8.61
2024-05-23,719.6,737.85,718.81,736.35,40861920,HDFCBANK.NS,719.87,2.29,721.28,731.65,2.65,19.04
2024-05-24,733.83,749.81,733.09,748.48,31060206,HDFCBANK.NS,736.35,1.65,725.24,731.5,2.28,16.72
2024-05-27,751.52,762.2,749.4,753.66,29385440,HDFCBANK.NS,748.48,0.69,731.53,731.5,1.71,12.8
2024-05-28,754.85,757.78,752.23,755.04,27908904,HDFCBANK.NS,753.66,0.18,736.48,731.75,0.74,5.55
2024-05-29,748.88,751.76,740.61,744.09,35147706,HDFCBANK.NS,755.04,-1.45,739.59,731.91,1.51,11.15
2024-05-30,739.6,751.64,738.84,747.32,33755350,HDFCBANK.NS,744.09,0.43,743.54,732.57,1.73,12.8
2024-05-31,749.37,757.76,746.9,755.56,74079588,HDFCBANK.NS,747.32,1.1,748.64,733.27,1.45,10.86
2024-06-03,788.84,788.84,764.66,775.62,72637256,HDFCBANK.NS,755.56,2.65,754.25,734.88,3.16,24.18
2024-06-04,768.12,769.1,717.3,731.68,89531240,HDFCBANK.NS,775.62,-5.67,751.85,734.43,7.22,51.8
2024-06-05,737.06,769.4,731.29,765.55,81631650,HDFCBANK.NS,731.68,4.63,753.55,735.41,5.21,38.11
2024-06-06,772.01,772.29,762.99,769.45,46422870,HDFCBANK.NS,765.55,0.51,755.61,736.6,1.22,9.3
2024-06-07,770.12,781.61,765.68,776.18,36712216,HDFCBANK.NS,769.45,0.87,760.19,737.95,2.08,15.93
2024-06-10,776.5,779.78,768.41,770.24,22454058,HDFCBANK.NS,776.18,-0.77,763.47,739.12,1.48,11.37
2024-06-11,767.62,775.02,765.75,771.97,29545326,HDFCBANK.NS,770.24,0.22,765.81,740.36,1.21,9.27
2024-06-12,777.0,783.56,772.75,776.58,39280436,HDFCBANK.NS,771.97,0.6,765.95,741.43,1.4,10.81
2024-06-13,780.33,782.28,776.5,779.83,24120192,HDFCBANK.NS,776.58,0.42,772.83,742.76,0.74,5.78
2024-06-14,781.44,788.84,778.33,787.8,25540554,HDFCBANK.NS,779.83,1.02,776.01,744.17,1.35,10.51
2024-06-18,787.8,794.51,784.13,793.18,32415714,HDFCBANK.NS,787.8,0.68,779.4,745.95,1.32,10.38
2024-06-19,795.94,823.81,791.3,817.87,90131196,HDFCBANK.NS,793.18,3.11,785.35,748.51,4.11,32.51
2024-06-20,823.77,829.51,814.98,823.54,41408742,HDFCBANK.NS,817.87,0.69,792.97,751.53,1.78,14.53
2024-06-21,825.27,825.27,810.62,821.77,51630776,HDFCBANK.NS,823.54,-0.21,800.08,754.87,1.81,14.65
2024-06-24,812.52,826.38,811.9,825.05,28544994,HDFCBANK.NS,821.77,0.4,807.01,758.89,1.78,14.48
2024-06-25,824.41,847.03,824.41,844.26,74521548,HDFCBANK.NS,825.05,2.33,816.21,763.39,2.74,22.62
2024-06-26,842.59,844.04,834.27,839.4,47596666,HDFCBANK.NS,844.26,-0.58,823.58,767.44,1.17,9.77
2024-06-27,836.74,845.08,832.05,836.76,55074650,HDFCBANK.NS,839.4,-0.31,829.81,771.3,1.57,13.03
2024-06-28,837.48,841.92,828.3,830.67,26476046,HDFCBANK.NS,836.76,-0.73,831.64,775.34,1.64,13.62
2024-07-01,828.8,842.27,828.8,841.23,21187024,HDFCBANK.NS,830.67,1.27,834.16,779.37,1.63,13.47
2024-07-02,846.06,855.88,840.02,853.76,45921690,HDFCBANK.NS,841.23,1.49,838.73,783.75,1.89,15.86
2024-07-03,883.56,885.04,870.56,872.53,123217802,HDFCBANK.NS,853.76,2.2,845.52,788.84,1.66,14.48
2024-07-04,868.14,868.14,850.92,852.06,45848658,HDFCBANK.NS,872.53,-2.35,846.63,793.25,2.02,17.22
2024-07-05,831.26,831.26,810.15,813.06,82242548,HDFCBANK.NS,852.06,-4.58,842.87,795.81,2.61,21.11
2024-07-08,811.68,816.44,802.72,806.77,39087800,HDFCBANK.NS,813.06,-0.77,838.58,797.75,1.71,13.72
2024-07-09,801.66,812.37,799.37,807.34,48550878,HDFCBANK.NS,806.77,0.07,835.25,799.54,1.63,13.0
2024-07-10,804.11,809.06,799.57,802.21,45507182,HDFCBANK.NS,807.34,-0.64,829.68,801.11,1.19,9.49
2024-07-11,801.15,802.08,789.82,800.13,44177074,HDFCBANK.NS,802.21,-0.26,822.01,802.98,1.55,12.26
2024-07-12,800.18,808.27,794.83,800.53,56049960,HDFCBANK.NS,800.13,0.05,811.73,804.75,1.69,13.44
2024-07-15,800.92,804.03,796.83,800.23,33375694,HDFCBANK.NS,800.53,-0.04,804.32,806.24,0.9,7.2
2024-07-16,799.57,802.65,797.62,799.07,28950324,HDFCBANK.NS,800.23,-0.14,802.33,807.02,0.63,5.03
2024-07-18,793.28,801.15,788.91,796.63,33717064,HDFCBANK.NS,799.07,-0.31,800.88,809.19,1.55,12.24
2024-07-19,797.22,800.68,791.06,792.93,26002152,HDFCBANK.NS,796.63,-0.46,798.82,810.1,1.22,9.62
2024-07-22,797.72,814.49,795.57,810.32,53744822,HDFCBANK.NS,792.93,2.19,799.98,811.46,2.38,18.92
2024-07-23,812.79,812.91,791.8,798.41,52002152,HDFCBANK.NS,810.32,-1.47,799.73,812.2,2.67,21.11
2024-07-24,793.35,799.69,783.44,791.33,61728206,HDFCBANK.NS,798.41,-0.89,798.42,812.91,2.07,16.25
2024-07-25,785.88,801.66,785.88,797.52,25535732,HDFCBANK.NS,791.33,0.78,798.03,813.76,2.01,15.78
2024-07-26,791.8,800.06,787.58,798.28,43810540,HDFCBANK.NS,797.52,0.1,797.92,814.48,1.58,12.48
2024-07-29,796.73,805.04,788.49,791.82,51001148,HDFCBANK.NS,798.28,-0.81,797.23,814.88,2.1,16.55
2024-07-30,790.32,806.47,788.84,797.0,54595834,HDFCBANK.NS,791.82,0.65,797.81,815.19,2.23,17.63
2024-07-31,796.24,803.09,793.87,797.1,37820484,HDFCBANK.NS,797.0,0.01,795.92,815.32,1.16,9.22
2024-08-01,800.63,814.02,798.19,808.47,26215174,HDFCBANK.NS,797.1,1.43,797.36,815.01,1.98,15.83
2024-08-02,804.62,824.11,804.62,818.51,44119238,HDFCBANK.NS,808.47,1.24,801.24,814.84,2.42,19.49
2024-08-05,809.11,812.02,789.82,797.1,41333634,HDFCBANK.NS,818.51,-2.62,801.18,814.02,2.81,22.2
2024-08-06,804.13,805.59,786.03,789.92,45116050,HDFCBANK.NS,797.1,-0.9,799.99,812.84,2.49,19.56
2024-08-07,797.72,804.13,790.42,800.92,42346264,HDFCBANK.NS,789.92,1.39,801.29,811.4,1.73,13.71
2024-08-08,801.17,815.63,798.83,810.4,33976950,HDFCBANK.NS,800.92,1.18,803.2,810.43,2.1,16.8
2024-08-09,814.98,820.19,811.93,814.1,26644618,HDFCBANK.NS,810.4,0.46,805.63,809.68,1.02,8.26
2024-08-12,814.98,826.8,812.69,818.98,39316196,HDFCBANK.NS,814.1,0.6,807.13,809.29,1.74,14.11
2024-08-13,803.14,805.31,789.9,790.91,54055042,HDFCBANK.NS,818.98,-3.43,803.19,807.61,1.95,15.41
2024-08-14,792.54,796.09,790.91,793.18,32334428,HDFCBANK.NS,790.91,0.29,802.63,805.59,0.65,5.18
2024-08-16,803.39,806.18,794.76,805.17,27849246,HDFCBANK.NS,793.18,1.51,804.81,803.35,1.44,11.42
2024-08-19,807.9,807.9,801.02,804.9,19502164,HDFCBANK.NS,805.17,-0.03,805.38,801.77,0.86,6.88
2024-08-20,802.87,812.02,802.87,807.93,31134494,HDFCBANK.NS,804.9,0.38,805.02,801.6,1.14,9.15
2024-08-21,803.19,806.38,798.11,802.06,47630904,HDFCBANK.NS,807.93,-0.73,803.3,801.45,1.04,8.27
2024-08-22,805.12,808.23,803.14,804.77,21300638,HDFCBANK.NS,802.06,0.34,801.27,801.36,0.63,5.09
2024-08-23,806.1,806.1,800.68,801.69,20333422,HDFCBANK.NS,804.77,-0.38,802.81,801.34,0.68,5.42
2024-08-26,805.22,812.99,805.22,809.04,22364266,HDFCBANK.NS,801.69,0.92,805.08,801.64,0.96,7.77
2024-08-27,810.74,812.71,805.22,807.95,35773244,HDFCBANK.NS,809.04,-0.13,805.48,801.89,0.93,7.49
2024-08-28,807.95,808.94,804.23,807.63,26921188,HDFCBANK.NS,807.95,-0.04,805.87,802.13,0.59,4.71
2024-08-29,810.05,811.23,804.7,808.35,49052604,HDFCBANK.NS,807.63,0.09,805.93,802.44,0.81,6.53
2024-08-30,816.96,819.92,799.76,807.53,445342100,HDFCBANK.NS,808.35,-0.1,806.71,802.81,2.52,20.16
2024-09-02,812.42,812.42,800.78,802.63,34049680,HDFCBANK.NS,807.53,-0.61,806.4,803.13,1.45,11.64
2024-09-03,806.1,809.04,801.47,807.76,37282860,HDFCBANK.NS,802.63,0.64,807.27,803.05,0.94,7.57
2024-09-04,808.57,811.43,805.12,809.95,24682744,HDFCBANK.NS,807.76,0.27,807.4,803.43,0.78,6.31
2024-09-05,812.02,813.95,810.05,811.75,22876318,HDFCBANK.NS,809.95,0.22,807.94,804.11,0.48,3.9
2024-09-06,808.23,812.89,806.15,807.56,26029602,HDFCBANK.NS,811.75,-0.52,807.93,804.45,0.84,6.74
2024-09-09,808.08,813.26,804.18,812.27,23792914,HDFCBANK.NS,807.56,0.58,808.49,804.91,1.13,9.08
2024-09-10,815.97,815.97,808.08,814.17,26606646,HDFCBANK.NS,812.27,0.23,809.44,805.66,0.98,7.89
2024-09-11,814.19,815.23,808.67,810.99,22226684,HDFCBANK.NS,814.17,-0.39,810.64,806.12,0.81,6.56
2024-09-12,815.97,823.86,812.54,822.19,32424046,HDFCBANK.NS,810.99,1.38,812.7,806.96,1.39,11.32
2024-09-13,825.84,825.84,817.48,821.87,23860532,HDFCBANK.NS,822.19,-0.04,814.4,807.41,1.02,8.36
2024-09-16,822.38,827.71,820.93,824.33,15172820,HDFCBANK.NS,821.87,0.3,816.2,807.6,0.83,6.78
2024-09-17,827.81,827.81,820.98,823.27,20127122,HDFCBANK.NS,824.33,-0.13,818.44,808.47,0.83,6.83
2024-09-18,824.78,838.12,824.41,836.1,40917342,HDFCBANK.NS,823.27,1.56,821.85,810.01,1.66,13.71
2024-09-19,838.27,848.04,838.24,842.86,30651776,HDFCBANK.NS,836.1,0.81,825.94,811.41,1.17,9.8
2024-09-20,846.8,860.84,842.39,858.99,60623386,HDFCBANK.NS,842.86,1.91,832.8,813.03,2.19,18.45
2024-09-23,862.84,871.4,858.52,868.17,26965350,HDFCBANK.NS,858.99,1.07,839.37,814.83,1.5,12.88
2024-09-24,870.73,878.94,865.43,872.24,33039036,HDFCBANK.NS,868.17,0.47,846.57,816.61,1.56,13.51
2024-09-25,868.34,882.08,868.34,877.69,31965312,HDFCBANK.NS,872.24,0.62,854.19,819.5,1.58,13.74
2024-09-26,874.7,882.08,872.24,879.83,31899644,HDFCBANK.NS,877.69,0.24,862.27,822.39,1.13,9.84
2024-09-27,876.65,877.24,863.33,864.64,35613502,HDFCBANK.NS,879.83,-1.73,866.35,824.37,1.61,13.91
2024-09-30,862.74,864.05,850.7,854.48,26383534,HDFCBANK.NS,864.64,-1.18,868.01,826.02,1.57,13.35
2024-10-01,850.5,859.38,848.58,851.59,24572284,HDFCBANK.NS,854.48,-0.34,866.95,827.48,1.27,10.8
2024-10-03,846.38,851.56,825.52,829.78,48473398,HDFCBANK.NS,851.59,-2.56,861.46,828.4,3.15,26.04
2024-10-04,826.08,834.05,815.48,817.77,48683232,HDFCBANK.NS,829.78,-1.45,853.68,828.84,2.28,18.57
2024-10-07,815.08,818.44,795.74,798.11,94458296,HDFCBANK.NS,817.77,-2.4,842.31,828.72,2.85,22.7
2024-10-08,804.13,817.35,800.18,814.52,29734406,HDFCBANK.NS,798.11,2.06,832.98,828.9,2.15,17.17
2024-10-09,813.75,817.33,803.49,805.68,41125642,HDFCBANK.NS,814.52,-1.09,824.56,828.82,1.72,13.84
2024-10-10,808.57,821.62,805.36,820.11,21754766,HDFCBANK.NS,805.68,1.79,819.65,829.24,2.02,16.26
2024-10-11,821.13,821.13,810.67,814.49,23672594,HDFCBANK.NS,820.11,-0.69,814.35,829.44,1.29,10.46
2024-10-14,816.98,834.74,815.97,832.79,18527508,HDFCBANK.NS,814.49,2.25,814.78,830.29,2.3,18.77
2024-10-15,835.7,837.68,826.58,830.82,19651130,HDFCBANK.NS,832.79,-0.24,816.65,831.23,1.34,11.1
2024-10-16,828.85,842.59,828.85,838.57,20470682,HDFCBANK.NS,830.82,0.93,822.43,832.25,1.66,13.74
2024-10-17,836.17,837.5,821.5,825.42,14695732,HDFCBANK.NS,838.57,-1.57,823.98,832.77,1.95,16.0
2024-10-18,820.46,834.22,816.02,829.71,24809724,HDFCBANK.NS,825.42,0.52,827.42,833.37,2.23,18.2
2024-10-21,846.06,862.42,844.12,852.82,46548354,HDFCBANK.NS,829.71,2.79,832.09,834.88,2.17,18.3
2024-10-22,853.49,858.4,843.94,845.84,38875280,HDFCBANK.NS,852.82,-0.82,836.57,835.99,1.71,14.46
2024-10-23,841.16,861.6,841.16,856.33,38036090,HDFCBANK.NS,845.84,1.24,839.93,837.4,2.43,20.44
2024-10-24,857.46,872.53,857.46,863.16,30832258,HDFCBANK.NS,856.33,0.8,844.55,839.14,1.76,15.07
2024-10-25,865.8,867.2,852.82,860.07,26130478,HDFCBANK.NS,863.16,-0.36,847.62,840.4,1.69,14.38
2024-10-28,859.38,863.82,852.92,855.54,22012142,HDFCBANK.NS,860.07,-0.53,851.92,841.52,1.28,10.9
2024-10-29,851.56,870.24,851.05,864.24,35794926,HDFCBANK.NS,855.54,1.02,856.86,842.85,2.25,19.19
2024-10-30,859.38,865.67,850.6,855.73,32715724,HDFCBANK.NS,864.24,-0.98,857.27,843.94,1.77,15.07
2024-10-31,852.48,857.85,848.23,856.28,22895912,HDFCBANK.NS,855.73,0.06,858.76,844.61,1.13,9.62
2024-11-01,854.94,860.42,851.54,857.07,1759692,HDFCBANK.NS,856.28,0.09,858.87,845.08,1.04,8.88
2024-11-04,860.86,860.86,844.04,845.62,28089248,HDFCBANK.NS,857.07,-1.34,856.36,844.64,1.99,16.82
2024-11-05,840.14,869.6,837.63,867.2,44232406,HDFCBANK.NS,845.62,2.55,857.38,844.6,3.82,31.97
2024-11-06,873.94,873.94,861.04,865.92,27787910,HDFCBANK.NS,867.2,-0.15,858.87,844.39,1.5,12.9
2024-11-07,860.52,868.73,857.41,861.63,18895456,HDFCBANK.NS,865.92,-0.5,858.49,843.86,1.32,11.32
2024-11-08,864.32,869.15,861.28,865.53,19902986,HDFCBANK.NS,861.63,0.45,859.89,843.38,0.91,7.87
2024-11-11,865.58,879.51,863.92,871.37,24565362,HDFCBANK.NS,865.53,0.67,862.05,843.61,1.8,15.59
2024-11-12,874.18,875.66,842.93,847.64,31395406,HDFCBANK.NS,871.37,-2.72,860.7,843.38,3.88,32.73
2024-11-13,846.93,853.17,825.34,829.46,35728500,HDFCBANK.NS,847.64,-2.14,858.39,842.64,3.37,27.83
2024-11-14,825.39,841.06,824.9,835.09,27146470,HDFCBANK.NS,829.46,0.68,853.81,842.82,1.96,16.16
2024-11-18,838.66,847.99,836.2,841.18,27081968,HDFCBANK.NS,835.09,0.73,850.27,843.6,1.41,11.79
2024-11-19,845.57,865.18,840.0,859.51,50981272,HDFCBANK.NS,841.18,2.18,849.97,845.64,3.0,25.18
2024-11-21,863.03,867.77,855.54,858.99,35716512,HDFCBANK.NS,859.51,-0.06,849.03,847.13,1.43,12.23
2024-11-22,860.15,865.45,853.24,861.16,24773612,HDFCBANK.NS,858.99,0.25,847.58,848.98,1.43,12.21
2024-11-25,880.62,889.75,870.68,880.89,427737274,HDFCBANK.NS,861.16,2.29,852.33,851.0,2.19,19.07
2024-11-26,892.93,892.93,873.1,880.87,30935566,HDFCBANK.NS,880.89,0.0,859.67,853.21,2.27,19.83
2024-11-27,883.01,896.56,880.67,894.06,32714976,HDFCBANK.NS,880.87,1.5,868.09,855.26,1.8,15.89
2024-11-28,897.37,905.81,882.08,884.62,35722392,HDFCBANK.NS,894.06,-1.06,874.3,857.05,2.69,23.73
2024-11-29,888.64,890.27,879.56,886.05,27669536,HDFCBANK.NS,884.62,0.16,878.09,858.63,1.22,10.71
2024-12-02,889.72,892.02,875.66,890.32,15110876,HDFCBANK.NS,886.05,0.48,882.57,860.8,1.87,16.36
2024-12-03,899.2,906.45,895.94,900.97,43410242,HDFCBANK.NS,890.32,1.2,888.25,863.17,1.17,10.51
2024-12-04,906.74,920.06,903.36,917.65,44669084,HDFCBANK.NS,900.97,1.85,893.51,865.33,1.85,16.7
2024-12-05,917.6,927.44,905.36,920.43,39682714,HDFCBANK.NS,917.65,0.3,899.16,867.82,2.44,22.08
2024-12-06,916.12,919.67,909.7,915.55,17783156,HDFCBANK.NS,920.43,-0.53,902.23,869.79,1.1,9.97
2024-12-09,914.46,927.46,912.17,922.53,26947912,HDFCBANK.NS,915.55,0.76,907.64,871.77,1.68,15.29
2024-12-10,926.33,926.33,916.88,921.59,13325480,HDFCBANK.NS,922.53,-0.1,912.72,873.82,1.03,9.45
2024-12-11,918.44,923.47,915.99,919.13,14045426,HDFCBANK.NS,921.59,-0.27,916.84,875.94,0.82,7.48
2024-12-12,913.16,921.86,912.02,917.23,17293790,HDFCBANK.NS,919.13,-0.21,919.16,877.71,1.08,9.84
2024-12-13,918.83,925.0,902.43,923.39,19009002,HDFCBANK.NS,917.23,0.67,919.98,879.96,2.5,22.57
2024-12-16,920.11,922.51,915.25,920.16,13107082,HDFCBANK.NS,923.39,-0.35,919.94,882.09,0.79,7.26
2024-12-17,915.8,918.76,901.07,904.4,21079532,HDFCBANK.NS,920.16,-1.71,918.35,883.67,1.96,17.69
